"Company Name","Job Link","Job Title","Job Location","Posted Before","Source URL","Source Name"
"Huobi Global","https://jp.linkedin.com/jobs/view/senior-sales-manager-at-huobi-global-3042737748?refId=3VB0aMqJIs6F0bA5HuBZdw%3D%3D&trackingId=bhS1Nj9VYU5Afd2VluRkZA%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card","Senior Sales Manager","Japan","2022-04-27","https://www.linkedin.com/jobs/search/?f_C=9273983&geoId=92000000","LinkedIn"
"Huobi Global","https://sg.linkedin.com/jobs/view/management-trainee-at-huobi-global-3038727148?refId=3VB0aMqJIs6F0bA5HuBZdw%3D%3D&trackingId=8AGoeYu5BMzVgaDbS28SFw%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card","Management Trainee","Singapore, Singapore","2022-04-25","https://www.linkedin.com/jobs/search/?f_C=9273983&geoId=92000000","LinkedIn"
"Huobi Global","https://vn.linkedin.com/jobs/view/marketing-and-public-relations-manager-at-huobi-global-3039303419?refId=3VB0aMqJIs6F0bA5HuBZdw%3D%3D&trackingId=dh5Dex8TIGsj4PCuBgxgnA%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card","Marketing And Public Relations Manager","Ho Chi Minh City, Vietnam","2022-04-25","https://www.linkedin.com/jobs/search/?f_C=9273983&geoId=92000000","LinkedIn"
"Huobi Global","https://ru.linkedin.com/jobs/view/flash-news-editor-at-huobi-global-3044633109?refId=3VB0aMqJIs6F0bA5HuBZdw%3D%3D&trackingId=nxUtj9j2%2BSAaX%2BbigHL8kg%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card","Flash News Editor","Moscow City, Russia","2022-04-28","https://www.linkedin.com/jobs/search/?f_C=9273983&geoId=92000000","LinkedIn"
"Huobi Global","https://kr.linkedin.com/jobs/view/senior-sales-manager-at-huobi-global-3042741314?refId=3VB0aMqJIs6F0bA5HuBZdw%3D%3D&trackingId=zdj5PdS%2FIYb5X7L8d7QIAw%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card","Senior Sales Manager","South Korea","2022-04-27","https://www.linkedin.com/jobs/search/?f_C=9273983&geoId=92000000","LinkedIn"
"Huobi Global","https://hk.linkedin.com/jobs/view/%E8%BF%90%E8%90%A5%E7%BB%8F%E7%90%86-operation-manager-at-huobi-global-3009483994?refId=3VB0aMqJIs6F0bA5HuBZdw%3D%3D&trackingId=r3AimEMm8k29ZFyMTebCuA%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card","运营经理/Operation Manager","Hong Kong SAR","2022-04-08","https://www.linkedin.com/jobs/search/?f_C=9273983&geoId=92000000","LinkedIn"
"Huobi Global","https://sg.linkedin.com/jobs/view/finance-manager-at-huobi-global-3038724540?refId=3VB0aMqJIs6F0bA5HuBZdw%3D%3D&trackingId=do%2Br57%2Fw1uhnTrXGA6r6Bg%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card","Finance Manager","Singapore, Singapore","2022-04-25","https://www.linkedin.com/jobs/search/?f_C=9273983&geoId=92000000","LinkedIn"
"Huobi Global","https://sg.linkedin.com/jobs/view/marketing-manager-at-huobi-global-3027678532?refId=3VB0aMqJIs6F0bA5HuBZdw%3D%3D&trackingId=mPlkYjiE9WjJmzObSARGtA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card","Marketing Manager","Singapore, Singapore","2022-04-19","https://www.linkedin.com/jobs/search/?f_C=9273983&geoId=92000000","LinkedIn"
"Huobi Global","https://sg.linkedin.com/jobs/view/data-analyst-at-huobi-global-3038725193?refId=3VB0aMqJIs6F0bA5HuBZdw%3D%3D&trackingId=uBztZAPcpzqdQ%2BKNLUEwzg%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card","Data Analyst","Singapore, Singapore","2022-04-25","https://www.linkedin.com/jobs/search/?f_C=9273983&geoId=92000000","LinkedIn"
"Huobi Global","https://hk.linkedin.com/jobs/view/cryptocurrency-researcher-at-huobi-global-3028716789?refId=3VB0aMqJIs6F0bA5HuBZdw%3D%3D&trackingId=%2BETx0pzKuCKwEbfzv88MQg%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card","Cryptocurrency Researcher","Hong Kong SAR","2022-04-19","https://www.linkedin.com/jobs/search/?f_C=9273983&geoId=92000000","LinkedIn"
"Huobi Global","https://uk.linkedin.com/jobs/view/marketing-manager-at-huobi-global-2989698818?refId=3VB0aMqJIs6F0bA5HuBZdw%3D%3D&trackingId=tuYfixdhkEMNM%2FX71iyP7Q%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card","Marketing Manager","United Kingdom","2022-04-27","https://www.linkedin.com/jobs/search/?f_C=9273983&geoId=92000000","LinkedIn"
"Huobi Global","https://ru.linkedin.com/jobs/view/senior-sales-manager-at-huobi-global-3011911083?refId=3VB0aMqJIs6F0bA5HuBZdw%3D%3D&trackingId=wnu6NZfrnmBQ0ylNDp51dw%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card","Senior Sales Manager","Russia","2022-04-09","https://www.linkedin.com/jobs/search/?f_C=9273983&geoId=92000000","LinkedIn"
"Huobi Global","https://hk.linkedin.com/jobs/view/cryptocurrency-investment-manager-at-huobi-global-3013053278?refId=3VB0aMqJIs6F0bA5HuBZdw%3D%3D&trackingId=HhoGaN1k5mfda5o4pMgpFg%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card","Cryptocurrency Investment Manager","Hong Kong SAR","2022-04-10","https://www.linkedin.com/jobs/search/?f_C=9273983&geoId=92000000","LinkedIn"
